event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),,,,,,
1e5c85,STBLR-7,CAMP_DIW_01,P01,172,33% OFF,341,606,,115.24,39296.84,104232,,
7d89b1,STVSK-3,CAMP_DIW_01,P08,1190,BOGOF,45,138,,595,26775,164220,,
5db3e3,STBLR-2,CAMP_DIW_01,P13,350,BOGOF,78,274,,175,13650,95900,,
35637b,STVSK-4,CAMP_DIW_01,P03,156,25% OFF,301,237,,117,35217,36972,,
e788e5,STMYS-0,CAMP_SAN_01,P10,50,25% OFF,30,24,,37.5,1125,1200,,
5c2d1f,STCBE-2,CAMP_SAN_01,P03,200,BOGOF,304,1340,,100,30400,268000,,
e96e9d,STHYD-1,CAMP_DIW_01,P15,3000,500 Cashback,362,959,,2500,905000,2877000,,
6a7fa1,STVJD-1,CAMP_SAN_01,P14,1020,BOGOF,61,243,,510,31110,247860,,
1274dc,STCBE-4,CAMP_DIW_01,P09,110,50% OFF,54,68,,55,2970,7480,,
fc7056,STBLR-2,CAMP_DIW_01,P08,1190,BOGOF,40,135,,595,23800,160650,,
69a46e,STCHE-2,CAMP_DIW_01,P01,172,33% OFF,320,416,,115.24,36876.8,71552,,
a05e82,STMYS-3,CAMP_SAN_01,P13,350,BOGOF,124,527,,175,21700,184450,,
da1969,STVSK-1,CAMP_SAN_01,P03,200,BOGOF,322,1291,,100,32200,258200,,
2fc575,STBLR-0,CAMP_DIW_01,P12,62,50% OFF,147,198,,31,4557,12276,,
4ced30,STCHE-3,CAMP_SAN_01,P09,90,25% OFF,60,49,,67.5,4050,4410,,
a37110,STHYD-0,CAMP_DIW_01,P04,290,25% OFF,367,330,,217.5,79822.5,95700,,
8829ef,STCBE-0,CAMP_SAN_01,P12,62,50% OFF,39,61,,31,1209,3782,,
aa6972,STMDU-0,CAMP_DIW_01,P12,62,50% OFF,103,131,,31,3193,8122,,
dd8425,STCHE-0,CAMP_SAN_01,P11,190,50% OFF,49,71,,95,4655,13490,,
f8a2a6,STMDU-1,CAMP_SAN_01,P09,90,25% OFF,45,36,,67.5,3037.5,3240,,
c1c42d,STMLR-1,CAMP_SAN_01,P09,90,25% OFF,28,22,,67.5,1890,1980,,
6eede8,STTRV-0,CAMP_SAN_01,P11,190,50% OFF,22,30,,95,2090,5700,,
092c09,STHYD-5,CAMP_DIW_01,P08,1190,BOGOF,43,147,,595,25585,174930,,
3f34d5,STCBE-2,CAMP_DIW_01,P09,110,50% OFF,50,80,,55,2750,8800,,
2b50e0,STBLR-6,CAMP_DIW_01,P15,3000,500 Cashback,390,1318,,2500,975000,3954000,,
92151c,STMDU-3,CAMP_SAN_01,P10,50,25% OFF,25,20,,37.5,937.5,1000,,
4ad12b,STBLR-4,CAMP_DIW_01,P15,3000,500 Cashback,407,1245,,2500,1017500,3735000,,
1824c2,STHYD-6,CAMP_SAN_01,P12,62,50% OFF,67,93,,31,2077,5766,,
9b309b,STMYS-0,CAMP_SAN_01,P09,90,25% OFF,67,56,,67.5,4522.5,5040,,
0dfaac,STCHE-6,CAMP_DIW_01,P02,860,33% OFF,434,629,,576.2,250070.8,540940,,
652101,STBLR-1,CAMP_DIW_01,P07,300,BOGOF,61,189,,150,9150,56700,,
6ec0eb,STCHE-2,CAMP_DIW_01,P15,3000,500 Cashback,369,1073,,2500,922500,3219000,,
07ee94,STCHE-4,CAMP_DIW_01,P03,156,25% OFF,369,332,,117,43173,51792,,
4a34a6,STVSK-4,CAMP_SAN_01,P09,90,25% OFF,34,25,,67.5,2295,2250,,
8ea7e8,STVJD-1,CAMP_SAN_01,P09,90,25% OFF,37,26,,67.5,2497.5,2340,,
6ee8ab,STVSK-0,CAMP_SAN_01,P06,415,25% OFF,16,13,,311.25,4980,5395,,
0d70f7,STVSK-2,CAMP_DIW_01,P01,172,33% OFF,210,367,,115.24,24200.4,63124,,
deea3e,STMLR-1,CAMP_SAN_01,P14,1020,BOGOF,51,198,,510,26010,201960,,
699bac,STCHE-7,CAMP_SAN_01,P07,300,BOGOF,42,183,,150,6300,54900,,
cc4a67,STTRV-0,CAMP_DIW_01,P03,156,25% OFF,187,181,,117,21879,28236,,
b456c0,STBLR-3,CAMP_DIW_01,P06,415,25% OFF,91,72,,311.25,28323.75,29880,,
d2dc77,STMLR-0,CAMP_DIW_01,P13,350,BOGOF,40,119,,175,7000,41650,,
f78e86,STCHE-3,CAMP_DIW_01,P06,415,25% OFF,77,67,,311.25,23966.25,27805,,
9d1009,STHYD-0,CAMP_DIW_01,P06,415,25% OFF,78,68,,311.25,24277.5,28220,,
0179b3,STMLR-2,CAMP_SAN_01,P05,55,25% OFF,15,12,,41.25,618.75,660,,
933cae,STCHE-3,CAMP_SAN_01,P06,415,25% OFF,28,23,,311.25,8715,9545,,
7704c2,STBLR-7,CAMP_SAN_01,P04,370,BOGOF,382,1638,,185,70670,606060,,
b55027,STCHE-6,CAMP_SAN_01,P10,50,25% OFF,31,22,,37.5,1162.5,1100,,
0842b9,STCBE-1,CAMP_DIW_01,P04,290,25% OFF,227,172,,217.5,49372.5,49880,,
1142fd,STVSK-3,CAMP_DIW_01,P05,55,25% OFF,71,63,,41.25,2928.75,3465,,
35e1c7,STBLR-1,CAMP_DIW_01,P14,1020,BOGOF,54,169,,510,27540,172380,,
80255e,STMDU-0,CAMP_DIW_01,P05,55,25% OFF,57,50,,41.25,2351.25,2750,,
37cb87,STBLR-1,CAMP_SAN_01,P07,300,BOGOF,46,115,,150,6900,34500,,
fd5855,STVSK-4,CAMP_SAN_01,P08,1190,BOGOF,25,64,,595,14875,76160,,
0f714a,STVJD-1,CAMP_SAN_01,P06,415,25% OFF,16,11,,311.25,4980,4565,,
4ab3c2,STVSK-1,CAMP_DIW_01,P09,110,50% OFF,64,81,,55,3520,8910,,
57d06d,STCBE-1,CAMP_SAN_01,P09,90,25% OFF,54,39,,67.5,3645,3510,,
ad783e,STCHE-4,CAMP_SAN_01,P10,50,25% OFF,30,25,,37.5,1125,1250,,
cf616b,STMYS-2,CAMP_DIW_01,P09,110,50% OFF,64,84,,55,3520,9240,,
e5e0dc,STHYD-0,CAMP_SAN_01,P07,300,BOGOF,52,204,,150,7800,61200,,
30bacd,STBLR-3,CAMP_DIW_01,P14,1020,BOGOF,42,143,,510,21420,145860,,
68e849,STMLR-2,CAMP_DIW_01,P06,415,25% OFF,40,34,,311.25,12450,14110,,
c3b647,STCHE-5,CAMP_SAN_01,P08,1190,BOGOF,64,256,,595,38080,304640,,
5dfa52,STVSK-2,CAMP_DIW_01,P04,290,25% OFF,244,217,,217.5,53070,62930,,
9d63a7,STHYD-6,CAMP_SAN_01,P08,1190,BOGOF,43,166,,595,25585,197540,,
9fae1c,STHYD-2,CAMP_DIW_01,P15,3000,500 Cashback,400,1176,,2500,1000000,3528000,,
ae288b,STMYS-0,CAMP_DIW_01,P11,190,50% OFF,89,113,,95,8455,21470,,
f940cf,STHYD-6,CAMP_DIW_01,P13,350,BOGOF,77,260,,175,13475,91000,,
7cf0d8,STMDU-0,CAMP_SAN_01,P14,1020,BOGOF,79,349,,510,40290,355980,,
a7c40d,STMLR-1,CAMP_DIW_01,P09,110,50% OFF,38,50,,55,2090,5500,,
d4ccb5,STCBE-1,CAMP_DIW_01,P05,55,25% OFF,61,50,,41.25,2516.25,2750,,
9953ec,STTRV-0,CAMP_SAN_01,P04,370,BOGOF,187,733,,185,34595,271210,,
fc9ab7,STCBE-1,CAMP_DIW_01,P08,1190,BOGOF,40,140,,595,23800,166600,,
f32df2,STHYD-6,CAMP_DIW_01,P04,290,25% OFF,390,339,,217.5,84825,98310,,
cf6323,STTRV-0,CAMP_DIW_01,P15,3000,500 Cashback,190,547,,2500,475000,1641000,,
5372de,STCBE-3,CAMP_SAN_01,P10,50,25% OFF,28,22,,37.5,1050,1100,,
24054f,STBLR-4,CAMP_DIW_01,P09,110,50% OFF,89,116,,55,4895,12760,,
4f75fe,STMYS-2,CAMP_DIW_01,P08,1190,BOGOF,42,123,,595,24990,146370,,
21a8a0,STBLR-4,CAMP_SAN_01,P01,172,33% OFF,286,394,,115.24,32958.64,67768,,
800f42,STMDU-3,CAMP_SAN_01,P03,200,BOGOF,273,1097,,100,27300,219400,,
cdb883,STMDU-0,CAMP_SAN_01,P12,62,50% OFF,46,66,,31,1426,4092,,
9c2777,STCHE-6,CAMP_SAN_01,P02,860,33% OFF,463,629,,576.2,266780.6,540940,,
a6cb9e,STVSK-2,CAMP_SAN_01,P05,55,25% OFF,15,12,,41.25,618.75,660,,
f23d14,STHYD-1,CAMP_SAN_01,P05,55,25% OFF,25,21,,41.25,1031.25,1155,,
ee68d9,STCHE-1,CAMP_SAN_01,P15,3000,500 Cashback,136,242,,2500,340000,726000,,
5e1671,STCHE-2,CAMP_SAN_01,P10,50,25% OFF,34,30,,37.5,1275,1500,,
e411c6,STHYD-4,CAMP_DIW_01,P15,3000,500 Cashback,323,965,,2500,807500,2895000,,
9ff4a9,STMDU-1,CAMP_DIW_01,P10,65,50% OFF,94,120,,32.5,3055,7800,,
49706e,STMDU-3,CAMP_SAN_01,P15,3000,500 Cashback,120,274,,2500,300000,822000,,
7e28fb,STHYD-4,CAMP_DIW_01,P06,415,25% OFF,96,92,,311.25,29880,38180,,
e4f1f3,STCBE-3,CAMP_SAN_01,P11,190,50% OFF,33,50,,95,3135,9500,,
af2b25,STBLR-7,CAMP_DIW_01,P13,350,BOGOF,85,338,,175,14875,118300,,
fe4bf5,STCHE-4,CAMP_DIW_01,P06,415,25% OFF,91,80,,311.25,28323.75,33200,,
d91475,STMYS-0,CAMP_DIW_01,P07,300,BOGOF,61,189,,150,9150,56700,,
09d857,STHYD-5,CAMP_DIW_01,P02,860,33% OFF,386,594,,576.2,222413.2,510840,,
aa96fc,STCHE-4,CAMP_SAN_01,P04,370,BOGOF,379,1603,,185,70115,593110,,
2c893f,STCHE-3,CAMP_DIW_01,P12,62,50% OFF,103,129,,31,3193,7998,,
bac74e,STBLR-9,CAMP_SAN_01,P01,172,33% OFF,319,449,,115.24,36761.56,77228,,
31c430,STHYD-1,CAMP_SAN_01,P01,172,33% OFF,312,393,,115.24,35954.88,67596,,
432f1d,STBLR-4,CAMP_SAN_01,P05,55,25% OFF,19,15,,41.25,783.75,825,,
6edb42,STBLR-8,CAMP_SAN_01,P10,50,25% OFF,36,26,,37.5,1350,1300,,
115760,STMDU-2,CAMP_DIW_01,P07,300,BOGOF,43,147,,150,6450,44100,,
acf9c2,STCHE-4,CAMP_SAN_01,P01,172,33% OFF,235,329,,115.24,27081.4,56588,,
0c9f61,STBLR-7,CAMP_SAN_01,P03,200,BOGOF,433,1883,,100,43300,376600,,
40baa1,STCBE-0,CAMP_SAN_01,P08,1190,BOGOF,42,167,,595,24990,198730,,
ba7fb5,STCHE-0,CAMP_DIW_01,P05,55,25% OFF,119,107,,41.25,4908.75,5885,,
555fcd,STVSK-3,CAMP_DIW_01,P13,350,BOGOF,57,178,,175,9975,62300,,
c649ca,STMYS-1,CAMP_SAN_01,P02,860,33% OFF,595,886,,576.2,342839,761960,,
578a67,STBLR-2,CAMP_DIW_01,P11,190,50% OFF,101,131,,95,9595,24890,,
35701b,STVJD-0,CAMP_DIW_01,P04,290,25% OFF,192,188,,217.5,41760,54520,,
77c2be,STBLR-8,CAMP_DIW_01,P06,415,25% OFF,78,62,,311.25,24277.5,25730,,
8cd89f,STHYD-0,CAMP_SAN_01,P03,200,BOGOF,363,1408,,100,36300,281600,,
21006,STVSK-2,CAMP_SAN_01,P03,200,BOGOF,192,754,,100,19200,150800,,
1c3fb4,STMLR-1,CAMP_SAN_01,P02,860,33% OFF,237,327,,576.2,136559.4,281220,,
0e96b4,STCBE-4,CAMP_SAN_01,P14,1020,BOGOF,93,234,,510,47430,238680,,
3ea7d6,STMYS-0,CAMP_SAN_01,P15,3000,500 Cashback,105,173,,2500,262500,519000,,
fb508c,STBLR-9,CAMP_DIW_01,P15,3000,500 Cashback,358,1070,,2500,895000,3210000,,
d671d3,STVSK-1,CAMP_DIW_01,P12,62,50% OFF,91,113,,31,2821,7006,,
365da3,STCBE-1,CAMP_SAN_01,P06,415,25% OFF,21,15,,311.25,6536.25,6225,,
33da9a,STHYD-5,CAMP_DIW_01,P14,1020,BOGOF,54,183,,510,27540,186660,,
e391bc,STHYD-0,CAMP_DIW_01,P09,110,50% OFF,77,113,,55,4235,12430,,
cd4812,STMDU-3,CAMP_DIW_01,P07,300,BOGOF,47,162,,150,7050,48600,,
c4123e,STCHE-7,CAMP_DIW_01,P02,860,33% OFF,336,507,,576.2,193603.2,436020,,
933f7e,STCHE-7,CAMP_DIW_01,P07,300,BOGOF,71,282,,150,10650,84600,,
7c8fd1,STMYS-3,CAMP_DIW_01,P15,3000,500 Cashback,416,1472,,2500,1040000,4416000,,
4cd232,STVJD-0,CAMP_DIW_01,P14,1020,BOGOF,28,92,,510,14280,93840,,
65a802,STMLR-1,CAMP_SAN_01,P05,55,25% OFF,13,10,,41.25,536.25,550,,
ffdcb8,STHYD-6,CAMP_SAN_01,P02,860,33% OFF,454,644,,576.2,261594.8,553840,,
496b80,STHYD-4,CAMP_SAN_01,P15,3000,500 Cashback,118,253,,2500,295000,759000,,
4001c4,STBLR-6,CAMP_SAN_01,P04,370,BOGOF,402,1652,,185,74370,611240,,
84dbe3,STHYD-1,CAMP_SAN_01,P07,300,BOGOF,51,140,,150,7650,42000,,
45c35a,STHYD-5,CAMP_SAN_01,P11,190,50% OFF,54,76,,95,5130,14440,,
6d343d,STHYD-6,CAMP_DIW_01,P12,62,50% OFF,133,167,,31,4123,10354,,
a672df,STMDU-1,CAMP_SAN_01,P12,62,50% OFF,36,49,,31,1116,3038,,
ba0b3e,STBLR-7,CAMP_SAN_01,P07,300,BOGOF,40,165,,150,6000,49500,,
5.23E+42,STCHE-5,CAMP_DIW_01,P15,3000,500 Cashback,388,1187,,2500,970000,3561000,,
faeeb8,STHYD-2,CAMP_DIW_01,P09,110,50% OFF,80,107,,55,4400,11770,,
3adeb2,STMYS-0,CAMP_SAN_01,P14,1020,BOGOF,84,219,,510,42840,223380,,
a40872,STBLR-7,CAMP_DIW_01,P14,1020,BOGOF,47,189,,510,23970,192780,,
35e3ec,STMDU-1,CAMP_SAN_01,P07,300,BOGOF,40,154,,150,6000,46200,,
8a7e7e,STMYS-0,CAMP_SAN_01,P03,200,BOGOF,333,869,,100,33300,173800,,
b4867e,STCHE-6,CAMP_SAN_01,P11,190,50% OFF,57,79,,95,5415,15010,,
cea0e2,STCHE-2,CAMP_DIW_01,P11,190,50% OFF,73,84,,95,6935,15960,,
a6a18f,STHYD-6,CAMP_SAN_01,P06,415,25% OFF,34,27,,311.25,10582.5,11205,,
1fcfc6,STVSK-0,CAMP_SAN_01,P11,190,50% OFF,31,46,,95,2945,8740,,
5dda21,STCBE-0,CAMP_SAN_01,P14,1020,BOGOF,69,274,,510,35190,279480,,
b5cd07,STVSK-3,CAMP_SAN_01,P01,172,33% OFF,222,275,,115.24,25583.28,47300,,
1a1edd,STBLR-7,CAMP_DIW_01,P03,156,25% OFF,343,301,,117,40131,46956,,
f682ec,STBLR-0,CAMP_SAN_01,P01,172,33% OFF,273,382,,115.24,31460.52,65704,,
693708,STBLR-3,CAMP_SAN_01,P03,200,BOGOF,454,1788,,100,45400,357600,,
349c73,STCHE-2,CAMP_DIW_01,P14,1020,BOGOF,57,189,,510,29070,192780,,
50802a,STCHE-3,CAMP_DIW_01,P07,300,BOGOF,64,257,,150,9600,77100,,
e4b7e4,STHYD-6,CAMP_DIW_01,P09,110,50% OFF,78,102,,55,4290,11220,,
5bfb5e,STCBE-4,CAMP_DIW_01,P10,65,50% OFF,57,72,,32.5,1852.5,4680,,
6af3e0,STBLR-6,CAMP_SAN_01,P14,1020,BOGOF,103,444,,510,52530,452880,,
6b74c8,STBLR-5,CAMP_DIW_01,P15,3000,500 Cashback,379,1095,,2500,947500,3285000,,
ec9948,STCBE-2,CAMP_DIW_01,P05,55,25% OFF,99,86,,41.25,4083.75,4730,,
c24879,STCBE-1,CAMP_SAN_01,P04,370,BOGOF,370,1439,,185,68450,532430,,
3c0536,STBLR-4,CAMP_SAN_01,P03,200,BOGOF,415,1622,,100,41500,324400,,
19bc3b,STMDU-1,CAMP_DIW_01,P09,110,50% OFF,47,62,,55,2585,6820,,
691b63,STCHE-6,CAMP_DIW_01,P15,3000,500 Cashback,432,1291,,2500,1080000,3873000,,
3ace0f,STVSK-2,CAMP_DIW_01,P09,110,50% OFF,64,98,,55,3520,10780,,
8cee6d,STCBE-3,CAMP_DIW_01,P14,1020,BOGOF,22,73,,510,11220,74460,,
1f03e5,STVJD-0,CAMP_DIW_01,P13,350,BOGOF,45,157,,175,7875,54950,,
d3227b,STMYS-2,CAMP_DIW_01,P04,290,25% OFF,343,312,,217.5,74602.5,90480,,
731f58,STMYS-0,CAMP_SAN_01,P05,55,25% OFF,28,22,,41.25,1155,1210,,
98e55f,STBLR-4,CAMP_DIW_01,P06,415,25% OFF,101,90,,311.25,31436.25,37350,,
dee3e9,STCBE-0,CAMP_SAN_01,P03,200,BOGOF,384,1509,,100,38400,301800,,
3.59E+89,STBLR-3,CAMP_SAN_01,P06,415,25% OFF,22,16,,311.25,6847.5,6640,,
4c1375,STHYD-4,CAMP_DIW_01,P10,65,50% OFF,148,196,,32.5,4810,12740,,
480431,STVSK-2,CAMP_SAN_01,P04,370,BOGOF,408,1607,,185,75480,594590,,
6d153f,STHYD-5,CAMP_SAN_01,P15,3000,500 Cashback,122,272,,2500,305000,816000,,
508621,STCBE-2,CAMP_SAN_01,P02,860,33% OFF,508,751,,576.2,292709.6,645860,,
1fc58f,STMDU-1,CAMP_SAN_01,P01,172,33% OFF,244,334,,115.24,28118.56,57448,,
a25cbf,STCHE-2,CAMP_DIW_01,P04,290,25% OFF,295,289,,217.5,64162.5,83810,,
adf52a,STBLR-6,CAMP_DIW_01,P14,1020,BOGOF,47,179,,510,23970,182580,,
c9899d,STTRV-1,CAMP_DIW_01,P02,860,33% OFF,199,300,,576.2,114663.8,258000,,
17195,STCHE-4,CAMP_SAN_01,P11,190,50% OFF,45,64,,95,4275,12160,,
e875c6,STCBE-2,CAMP_DIW_01,P03,156,25% OFF,225,195,,117,26325,30420,,
69557f,STBLR-1,CAMP_DIW_01,P10,65,50% OFF,106,137,,32.5,3445,8905,,
65f85a,STBLR-7,CAMP_SAN_01,P12,62,50% OFF,58,92,,31,1798,5704,,
f45be0,STCHE-2,CAMP_SAN_01,P05,55,25% OFF,25,23,,41.25,1031.25,1265,,
491ff2,STVJD-1,CAMP_SAN_01,P12,62,50% OFF,30,42,,31,930,2604,,
b7286f,STBLR-5,CAMP_SAN_01,P02,860,33% OFF,507,704,,576.2,292133.4,605440,,
45512d,STMYS-3,CAMP_SAN_01,P04,370,BOGOF,336,1434,,185,62160,530580,,
edac38,STBLR-1,CAMP_DIW_01,P11,190,50% OFF,70,93,,95,6650,17670,,
4572a3,STCHE-1,CAMP_SAN_01,P11,190,50% OFF,48,55,,95,4560,10450,,
896c2a,STTRV-0,CAMP_DIW_01,P04,290,25% OFF,180,171,,217.5,39150,49590,,
308de6,STMDU-2,CAMP_DIW_01,P01,172,33% OFF,225,279,,115.24,25929,47988,,
4fc1b2,STCHE-2,CAMP_DIW_01,P08,1190,BOGOF,47,165,,595,27965,196350,,
a7fecb,STBLR-1,CAMP_SAN_01,P03,200,BOGOF,361,963,,100,36100,192600,,
8564bb,STVSK-4,CAMP_SAN_01,P04,370,BOGOF,291,762,,185,53835,281940,,
11ea6f,STMDU-2,CAMP_DIW_01,P04,290,25% OFF,271,243,,217.5,58942.5,70470,,
cca40f,STBLR-1,CAMP_SAN_01,P12,62,50% OFF,73,102,,31,2263,6324,,
f97b6d,STMLR-2,CAMP_DIW_01,P07,300,BOGOF,33,115,,150,4950,34500,,
69a3d2,STTRV-1,CAMP_SAN_01,P08,1190,BOGOF,24,92,,595,14280,109480,,
bdfb7d,STHYD-4,CAMP_SAN_01,P05,55,25% OFF,16,15,,41.25,660,825,,
30f1c0,STVJD-1,CAMP_SAN_01,P07,300,BOGOF,22,88,,150,3300,26400,,
390df2,STBLR-0,CAMP_SAN_01,P06,415,25% OFF,31,26,,311.25,9648.75,10790,,
e0844a,STTRV-1,CAMP_DIW_01,P10,65,50% OFF,64,80,,32.5,2080,5200,,
0a0062,STHYD-4,CAMP_DIW_01,P12,62,50% OFF,110,146,,31,3410,9052,,
886ef2,STMLR-2,CAMP_DIW_01,P08,1190,BOGOF,22,73,,595,13090,86870,,
2ef46d,STMDU-0,CAMP_DIW_01,P02,860,33% OFF,278,430,,576.2,160183.6,369800,,
52d20e,STHYD-1,CAMP_DIW_01,P10,65,50% OFF,134,156,,32.5,4355,10140,,
785811,STCHE-0,CAMP_SAN_01,P10,50,25% OFF,25,20,,37.5,937.5,1000,,
3952a0,STHYD-2,CAMP_SAN_01,P13,350,BOGOF,114,441,,175,19950,154350,,
ed2257,STBLR-2,CAMP_DIW_01,P01,172,33% OFF,358,529,,115.24,41255.92,90988,,
02c389,STBLR-8,CAMP_DIW_01,P12,62,50% OFF,120,159,,31,3720,9858,,
a937e8,STMDU-3,CAMP_SAN_01,P14,1020,BOGOF,87,347,,510,44370,353940,,
aabcfb,STVSK-3,CAMP_SAN_01,P02,860,33% OFF,345,438,,576.2,198789,376680,,
5f8870,STMYS-1,CAMP_DIW_01,P13,350,BOGOF,70,270,,175,12250,94500,,
e207f7,STCHE-1,CAMP_DIW_01,P11,190,50% OFF,77,83,,95,7315,15770,,
9154f0,STCHE-4,CAMP_DIW_01,P11,190,50% OFF,91,123,,95,8645,23370,,
e24a3a,STVSK-1,CAMP_DIW_01,P07,300,BOGOF,49,170,,150,7350,51000,,
8c62ba,STVSK-0,CAMP_DIW_01,P01,172,33% OFF,161,265,,115.24,18553.64,45580,,
835bbe,STHYD-4,CAMP_SAN_01,P09,90,25% OFF,54,49,,67.5,3645,4410,,
4fe9ba,STVSK-2,CAMP_DIW_01,P07,300,BOGOF,45,150,,150,6750,45000,,
e2c5f7,STTRV-0,CAMP_DIW_01,P08,1190,BOGOF,31,102,,595,18445,121380,,
8f66c3,STMLR-1,CAMP_SAN_01,P01,172,33% OFF,126,175,,115.24,14520.24,30100,,
9871ea,STVSK-1,CAMP_SAN_01,P10,50,25% OFF,25,18,,37.5,937.5,900,,
b27f2a,STBLR-6,CAMP_SAN_01,P10,50,25% OFF,37,30,,37.5,1387.5,1500,,
e88818,STCHE-7,CAMP_DIW_01,P06,415,25% OFF,82,79,,311.25,25522.5,32785,,
eae379,STVJD-0,CAMP_DIW_01,P01,172,33% OFF,161,231,,115.24,18553.64,39732,,
8937eb,STCHE-1,CAMP_DIW_01,P03,156,25% OFF,357,317,,117,41769,49452,,
718bb4,STHYD-2,CAMP_DIW_01,P12,62,50% OFF,129,165,,31,3999,10230,,
6f3721,STMDU-3,CAMP_SAN_01,P13,350,BOGOF,118,464,,175,20650,162400,,
366c89,STMDU-3,CAMP_SAN_01,P06,415,25% OFF,25,20,,311.25,7781.25,8300,,
a304b6,STHYD-3,CAMP_DIW_01,P03,156,25% OFF,285,222,,117,33345,34632,,
32d8f2,STCHE-5,CAMP_SAN_01,P05,55,25% OFF,31,26,,41.25,1278.75,1430,,
2f0b42,STVSK-1,CAMP_SAN_01,P01,172,33% OFF,213,302,,115.24,24546.12,51944,,
c0929c,STHYD-0,CAMP_SAN_01,P05,55,25% OFF,18,14,,41.25,742.5,770,,
86196b,STTRV-0,CAMP_SAN_01,P06,415,25% OFF,13,11,,311.25,4046.25,4565,,
e621c9,STMLR-0,CAMP_SAN_01,P11,190,50% OFF,27,39,,95,2565,7410,,
bb77b1,STMYS-3,CAMP_DIW_01,P14,1020,BOGOF,54,206,,510,27540,210120,,
811007,STBLR-9,CAMP_SAN_01,P05,55,25% OFF,27,25,,41.25,1113.75,1375,,
c405b3,STCBE-2,CAMP_DIW_01,P04,290,25% OFF,252,221,,217.5,54810,64090,,
2.36E+34,STMDU-1,CAMP_DIW_01,P11,190,50% OFF,52,65,,95,4940,12350,,
1490b8,STMDU-2,CAMP_SAN_01,P04,370,BOGOF,361,1397,,185,66785,516890,,
cc5ed4,STMYS-2,CAMP_DIW_01,P03,156,25% OFF,444,395,,117,51948,61620,,
583386,STBLR-9,CAMP_SAN_01,P08,1190,BOGOF,63,254,,595,37485,302260,,
ebc2d2,STVSK-4,CAMP_DIW_01,P06,415,25% OFF,70,53,,311.25,21787.5,21995,,
7d3d63,STCHE-1,CAMP_DIW_01,P13,350,BOGOF,68,205,,175,11900,71750,,
6ebca9,STTRV-0,CAMP_SAN_01,P13,350,BOGOF,60,240,,175,10500,84000,,
48d526,STCHE-7,CAMP_SAN_01,P15,3000,500 Cashback,115,332,,2500,287500,996000,,
716abd,STMYS-1,CAMP_SAN_01,P08,1190,BOGOF,54,238,,595,32130,283220,,
fa0c0c,STCBE-1,CAMP_DIW_01,P13,350,BOGOF,40,132,,175,7000,46200,,
c15780,STVJD-1,CAMP_SAN_01,P04,370,BOGOF,183,708,,185,33855,261960,,
e17280,STVSK-2,CAMP_DIW_01,P08,1190,BOGOF,38,129,,595,22610,153510,,
388a78,STMDU-0,CAMP_SAN_01,P03,200,BOGOF,307,1277,,100,30700,255400,,
e116d8,STVSK-4,CAMP_DIW_01,P12,62,50% OFF,98,133,,31,3038,8246,,
9cf38e,STCBE-3,CAMP_SAN_01,P09,90,25% OFF,40,32,,67.5,2700,2880,,
e97ac0,STTRV-0,CAMP_SAN_01,P12,62,50% OFF,22,30,,31,682,1860,,
02fe6a,STMLR-1,CAMP_DIW_01,P04,290,25% OFF,152,133,,217.5,33060,38570,,
a34aa4,STBLR-5,CAMP_DIW_01,P03,156,25% OFF,369,332,,117,43173,51792,,
7f1521,STMYS-1,CAMP_SAN_01,P05,55,25% OFF,19,14,,41.25,783.75,770,,
8d14e2,STBLR-8,CAMP_DIW_01,P05,55,25% OFF,105,82,,41.25,4331.25,4510,,
7a22bc,STBLR-6,CAMP_DIW_01,P01,172,33% OFF,283,492,,115.24,32612.92,84624,,
32c24e,STBLR-8,CAMP_DIW_01,P02,860,33% OFF,392,568,,576.2,225870.4,488480,,
966652,STCBE-3,CAMP_DIW_01,P05,55,25% OFF,64,55,,41.25,2640,3025,,
acaff0,STHYD-0,CAMP_DIW_01,P12,62,50% OFF,133,195,,31,4123,12090,,
b91c31,STMYS-1,CAMP_DIW_01,P05,55,25% OFF,89,71,,41.25,3671.25,3905,,
05e55f,STBLR-0,CAMP_SAN_01,P03,200,BOGOF,415,1759,,100,41500,351800,,
108d5a,STCBE-0,CAMP_DIW_01,P14,1020,BOGOF,29,101,,510,14790,103020,,
160abb,STCBE-3,CAMP_SAN_01,P02,860,33% OFF,336,534,,576.2,193603.2,459240,,
613571,STTRV-1,CAMP_DIW_01,P15,3000,500 Cashback,168,514,,2500,420000,1542000,,
fea4be,STMYS-3,CAMP_SAN_01,P07,300,BOGOF,30,129,,150,4500,38700,,
d33301,STHYD-0,CAMP_DIW_01,P05,55,25% OFF,98,88,,41.25,4042.5,4840,,
675714,STCBE-3,CAMP_DIW_01,P13,350,BOGOF,61,201,,175,10675,70350,,
4cefe1,STMYS-1,CAMP_DIW_01,P12,62,50% OFF,127,185,,31,3937,11470,,
34395c,STBLR-0,CAMP_DIW_01,P15,3000,500 Cashback,434,1514,,2500,1085000,4542000,,
90b5b0,STBLR-3,CAMP_SAN_01,P05,55,25% OFF,25,18,,41.25,1031.25,990,,
6e79d3,STBLR-2,CAMP_SAN_01,P04,370,BOGOF,373,1439,,185,69005,532430,,
79bfae,STMYS-2,CAMP_DIW_01,P10,65,50% OFF,134,182,,32.5,4355,11830,,
